run_dir,replicate,arm,task_id,occurrence,repository,session_id,call_seq,query,n_results,n_via_match,n_via_link,sim_mean,sim_min,sim_max,note_ids,gateway_log_query,gateway_log_n_results,gateway_log_latency_ms,agg_score,reward,control_agg_score,delta,bucket
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9d0,27,paperless-ngx/paperless-ngx,6cb89aa1-992e-4941-9985-4882443d61d4,1,paperless-ngx architecture task scheduler periodic background maintenance,0,0,0,,,,,paperless-ngx architecture task scheduler periodic background maintenance,13,210,1.0,1.0,1.0,0.0,tied
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9d1,28,paperless-ngx/paperless-ngx,a46a5dcd-445f-43c8-bf16-8a8975a0c84b,1,Paperless-NGX search index synchronization,0,0,0,,,,,Paperless-NGX search index synchronization,13,1201,1.0,1.0,0.875,0.125,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9d1,28,paperless-ngx/paperless-ngx,a46a5dcd-445f-43c8-bf16-8a8975a0c84b,2,Paperless-NGX document title update index synchronization,0,0,0,,,,,Paperless-NGX document title update index synchronization,13,1134,1.0,1.0,0.875,0.125,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9d2,20,paperless-ngx/paperless-ngx,0e748afb-bbfe-4a08-8d91-90143451d3dd,1,paperless-ngx document processing pipeline,0,0,0,,,,,paperless-ngx document processing pipeline,4,362,0.9090909090909091,0.0,0.9090909090909091,0.0,tied
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9d2,20,paperless-ngx/paperless-ngx,0e748afb-bbfe-4a08-8d91-90143451d3dd,2,paperless-ngx document pipeline metadata fields tags correspondents,0,0,0,,,,,paperless-ngx document pipeline metadata fields tags correspondents,7,1212,0.9090909090909091,0.0,0.9090909090909091,0.0,tied
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9d3,16,paperless-ngx/paperless-ngx,c0a46c7c-925f-4b06-8d08-f9fe891fda3a,1,paperless-ngx document ingestion pipeline,0,0,0,,,,,paperless-ngx document ingestion pipeline,0,26,1.0,1.0,0.7272727272727273,0.2727272727272727,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9d3,16,paperless-ngx/paperless-ngx,c0a46c7c-925f-4b06-8d08-f9fe891fda3a,2,paperless-ngx classification training schedule conditions,2,2,0,49.9970965,49.422443,50.57175,93a1f8a5-d4d2-425a-bdab-d2938970d3da;6514d228-adde-4b4e-a384-c15f303f703e,paperless-ngx classification training schedule conditions,2,94,1.0,1.0,0.7272727272727273,0.2727272727272727,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9d4,29,paperless-ngx/paperless-ngx,2a2f0c89-f07b-4d9e-b576-a688f422cf3a,1,Paperless-NGX runtime background processes tasks,0,0,0,,,,,Paperless-NGX runtime background processes tasks,13,1427,0.8181818181818182,0.0,0.9090909090909091,-0.09090909090909083,degraded
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9d5,30,paperless-ngx/paperless-ngx,3dd9ac5b-cb1b-4161-af41-1fde9ee56c70,1,Paperless-NGX document ingestion processing pipeline,0,0,0,,,,,Paperless-NGX document ingestion processing pipeline,13,1435,0.7142857142857143,0.0,0.5,0.2142857142857143,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9d6,24,paperless-ngx/paperless-ngx,92013f44-cd39-43fa-9ec5-a0a6b8d27112,1,paperless-ngx OCR processing background worker,0,0,0,,,,,paperless-ngx OCR processing background worker,11,1754,0.9,0.0,0.9,0.0,tied
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9d6,24,paperless-ngx/paperless-ngx,92013f44-cd39-43fa-9ec5-a0a6b8d27112,2,OCR text extraction no text archive file has_archive_version,0,0,0,,,,,OCR text extraction no text archive file has_archive_version,13,1222,0.9,0.0,0.9,0.0,tied
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9d7,19,paperless-ngx/paperless-ngx,8181a1be-4bc8-4fac-bf08-6299ef6d7dfe,1,paperless API authentication token,3,3,0,43.952318,32.432356,50.52881,6514d228-adde-4b4e-a384-c15f303f703e;93a1f8a5-d4d2-425a-bdab-d2938970d3da;bce7aac9-797b-4958-b6a1-d05c8c5b8333,paperless API authentication token,3,143,0.9230769230769231,0.0,0.8461538461538461,0.07692307692307698,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9d8,23,paperless-ngx/paperless-ngx,92b1060c-9107-43f2-9908-051550ee7de6,1,document classification machine learning pipeline training OCR barcode,0,0,0,,,,,document classification machine learning pipeline training OCR barcode,7,384,0.5833333333333334,0.0,0.5833333333333334,0.0,tied
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9d9,21,paperless-ngx/paperless-ngx,6c53aaf5-c259-4f49-8c47-7c1ee30d4dcc,1,paperless-ngx background processing queue async,0,0,0,,,,,paperless-ngx background processing queue async,7,662,0.9,0.0,1.0,-0.09999999999999998,degraded
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9d9,21,paperless-ngx/paperless-ngx,6c53aaf5-c259-4f49-8c47-7c1ee30d4dcc,2,django-q task queue worker result storage,0,0,0,,,,,django-q task queue worker result storage,7,1267,0.9,0.0,1.0,-0.09999999999999998,degraded
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9db,22,paperless-ngx/paperless-ngx,278212cf-4424-4516-8160-26d3a4eb849c,1,Paperless-NGX document processing file rename tags classifier duplicate detection,0,0,0,,,,,Paperless-NGX document processing file rename tags classifier duplicate detection,7,527,1.0,1.0,1.0,0.0,tied
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9db,22,paperless-ngx/paperless-ngx,278212cf-4424-4516-8160-26d3a4eb849c,2,file rename rollback move_files signal m2m_changed post_save update_filename_and_move_files,0,0,0,,,,,file rename rollback move_files signal m2m_changed post_save update_filename_and_move_files,7,180,1.0,1.0,1.0,0.0,tied
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9dc,25,paperless-ngx/paperless-ngx,724514f3-1f8d-44fd-9bb7-ce8f57aebb0e,1,paperless-ngx OCR PDF upload processing,0,0,0,,,,,paperless-ngx OCR PDF upload processing,13,1385,1.0,1.0,1.0,0.0,tied
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9dd,18,paperless-ngx/paperless-ngx,25ddf3fe-b5c2-4f7d-8b12-3bae9935f231,1,Paperless-NGX document ingestion workflow,3,3,0,59.59940066666667,40.663830000000004,73.457396,93a1f8a5-d4d2-425a-bdab-d2938970d3da;6514d228-adde-4b4e-a384-c15f303f703e;bce7aac9-797b-4958-b6a1-d05c8c5b8333,Paperless-NGX document ingestion workflow,3,288,,,0.5,,
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9de,26,paperless-ngx/paperless-ngx,3d8ba0ef-cdfc-4ddd-9355-1e6e6761a653,1,Paperless memory metadata processing document import,0,0,0,,,,,Paperless memory metadata processing document import,13,1454,,,0.5555555555555556,,
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9e0,17,paperless-ngx/paperless-ngx,8542c664-5d90-44e7-a5d1-275ab61d916e,1,documents list pagination sorting duplicates,2,2,0,45.224244999999996,40.452245,49.996245,6514d228-adde-4b4e-a384-c15f303f703e;93a1f8a5-d4d2-425a-bdab-d2938970d3da,documents list pagination sorting duplicates,2,112,0.5,0.0,0.75,-0.25,degraded
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9e8,7,simple-login/app,5b207eeb-e026-4c34-acc7-fbeb74d1c201,1,SimpleLogin authentication API sessions email forwarding,0,0,0,,,,,SimpleLogin authentication API sessions email forwarding,13,1321,0.7333333333333333,0.0,0.8666666666666667,-0.13333333333333341,degraded
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97baa1d,5,simple-login/app,5b634c6c-84a7-4056-ab9e-71acccffc5ee,1,SimpleLogin session handling Redis deserialization,0,0,0,,,,,SimpleLogin session handling Redis deserialization,9,1711,0.5,0.0,0.75,-0.25,degraded
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9a4,14,simple-login/app,50757e60-84d5-4885-befa-07dec4bec1e2,1,SimpleLogin startup configuration dev mode,0,0,0,,,,,SimpleLogin startup configuration dev mode,13,1373,,,1.0,,
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9a5,12,simple-login/app,a85cba91-cd6b-43d5-93fe-82f4930a22a2,1,alias creation signed suffix validation,0,0,0,,,,,alias creation signed suffix validation,13,1876,0.6153846153846154,0.0,0.7692307692307693,-0.15384615384615385,degraded
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9a6,13,simple-login/app,46836235-8eea-4c10-8a76-f20ef3ec2b84,1,email privacy system anonymous aliases migration web server,0,0,0,,,,,email privacy system anonymous aliases migration web server,13,1228,0.7272727272727273,0.0,0.6363636363636364,0.09090909090909094,improved
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9a6,13,simple-login/app,46836235-8eea-4c10-8a76-f20ef3ec2b84,2,migration tables count last table created web server startup email handler port registration login alias limit,0,0,0,,,,,migration tables count last table created web server startup email handler port registration login alias limit,13,1266,0.7272727272727273,0.0,0.6363636363636364,0.09090909090909094,improved
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9a7,2,simple-login/app,f87f5bef-01d5-4e33-884b-ed10dfbfbdcd,1,SimpleLogin codebase,1,1,0,53.14409,53.14409,53.14409,18452a10-5171-49a8-8cb9-262edfa4b13e,SimpleLogin codebase,1,153,1.0,1.0,0.9230769230769231,0.07692307692307687,improved
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9a7,2,simple-login/app,f87f5bef-01d5-4e33-884b-ed10dfbfbdcd,2,verification code mailbox limit retry,1,1,0,46.81638,46.81638,46.81638,18452a10-5171-49a8-8cb9-262edfa4b13e,verification code mailbox limit retry,1,353,1.0,1.0,0.9230769230769231,0.07692307692307687,improved
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9a7,2,simple-login/app,f87f5bef-01d5-4e33-884b-ed10dfbfbdcd,3,mailbox verification code limit bounce VERP job lifecycle task,0,0,0,,,,,mailbox verification code limit bounce VERP job lifecycle task,6,116,1.0,1.0,0.9230769230769231,0.07692307692307687,improved
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9a8,7,simple-login/app,6b0da7d0-2485-4ddc-9c0b-df0c1d4befb8,1,SimpleLogin codebase structure startup port database,0,0,0,,,,,SimpleLogin codebase structure startup port database,12,1198,1.0,1.0,1.0,0.0,tied
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9a9,3,simple-login/app,09ddef8f-919c-4210-972f-30be43b01e48,1,SimpleLogin alias reply handling routing pipeline,0,0,0,,,,,SimpleLogin alias reply handling routing pipeline,6,153,0.6,0.0,0.5,0.09999999999999998,improved
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9a9,3,simple-login/app,09ddef8f-919c-4210-972f-30be43b01e48,2,SimpleLogin reply phase email handler routing misrouting issue,0,0,0,,,,,SimpleLogin reply phase email handler routing misrouting issue,7,121,0.6,0.0,0.5,0.09999999999999998,improved
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9aa,11,simple-login/app,42b44786-c24b-423b-ab2b-d9ca8c39160a,1,SimpleLogin application structure web server email handler job runner,0,0,0,,,,,SimpleLogin application structure web server email handler job runner,13,1358,0.8333333333333334,0.0,0.6666666666666666,0.16666666666666674,improved
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9aa,11,simple-login/app,42b44786-c24b-423b-ab2b-d9ca8c39160a,2,SimpleLogin startup confirmation log messages health check dashboard,0,0,0,,,,,SimpleLogin startup confirmation log messages health check dashboard,13,1259,0.8333333333333334,0.0,0.6666666666666666,0.16666666666666674,improved
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9ab,4,simple-login/app,facec3cd-bb81-47bc-82b6-4fd5b994c362,1,SimpleLogin alias creation codebase,0,0,0,,,,,SimpleLogin alias creation codebase,7,384,0.8571428571428571,0.0,0.7142857142857143,0.1428571428571428,improved
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9ac,1,simple-login/app,016aa4ec-86ba-45c0-b1e5-e7d6536cd000,1,email forwarding SimpleLogin alias SL Message-ID,0,0,0,,,,,email forwarding SimpleLogin alias SL Message-ID,0,16,0.6,0.0,0.6,0.0,tied
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9ad,15,simple-login/app,53a02343-f138-485e-a9ac-322a2237c5d0,1,SimpleLogin codebase setup email aliases,0,0,0,,,,,SimpleLogin codebase setup email aliases,13,1226,0.7272727272727273,0.0,0.5454545454545454,0.18181818181818188,improved
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9ad,15,simple-login/app,53a02343-f138-485e-a9ac-322a2237c5d0,2,SimpleLogin startup services email forwarding background jobs,0,0,0,,,,,SimpleLogin startup services email forwarding background jobs,13,203,0.7272727272727273,0.0,0.5454545454545454,0.18181818181818188,improved
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9ae,10,simple-login/app,259499bb-e3ac-4040-8690-7c1019935378,1,SimpleLogin reply email contact resolution alias forwarding,0,0,0,,,,,SimpleLogin reply email contact resolution alias forwarding,13,1761,0.6666666666666666,0.0,0.6666666666666666,0.0,tied
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9af,9,simple-login/app,f87fe3ac-f3a1-4a75-99cf-36e58f4240d6,1,codebase structure server database email init,0,0,0,,,,,codebase structure server database email init,13,1336,0.8461538461538461,0.0,0.7692307692307693,0.07692307692307687,improved
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9af,9,simple-login/app,f87fe3ac-f3a1-4a75-99cf-36e58f4240d6,2,SLDomain empty database email handler SMTP status code login error,0,0,0,,,,,SLDomain empty database email handler SMTP status code login error,13,1236,0.8461538461538461,0.0,0.7692307692307693,0.07692307692307687,improved
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9b2,6,simple-login/app,33af88b7-1da4-40ec-94a0-f8445cf514ad,1,bounce email SimpleLogin information leakage,0,0,0,,,,,bounce email SimpleLogin information leakage,9,1532,1.0,1.0,1.0,0.0,tied
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9d0,26,paperless-ngx/paperless-ngx,18120dc8-ab84-4ba6-98b6-ec5b88406cff,1,paperless-ngx architecture task scheduler maintenance,0,0,0,,,,,paperless-ngx architecture task scheduler maintenance,13,1204,1.0,1.0,1.0,0.0,tied
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9d0,26,paperless-ngx/paperless-ngx,18120dc8-ab84-4ba6-98b6-ec5b88406cff,2,paperless-ngx task scheduler periodic tasks sanity check index optimize,0,0,0,,,,,paperless-ngx task scheduler periodic tasks sanity check index optimize,13,1184,1.0,1.0,1.0,0.0,tied
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9d1,18,paperless-ngx/paperless-ngx,ca95716b-6113-4265-a3e2-8eab6ef33327,1,Paperless-NGX search index document changes,2,2,0,53.1075785,49.220157,56.995,8dac22c9-f08a-40d4-a272-3f7ef7c68419;c191fd9d-e3df-4a03-95a1-087996bf64b0,Paperless-NGX search index document changes,2,280,0.875,0.0,0.875,0.0,tied
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9d1,18,paperless-ngx/paperless-ngx,ca95716b-6113-4265-a3e2-8eab6ef33327,2,Paperless-NGX document update API index sync post_save,2,2,0,54.964659999999995,50.62692,59.3024,8dac22c9-f08a-40d4-a272-3f7ef7c68419;c191fd9d-e3df-4a03-95a1-087996bf64b0,Paperless-NGX document update API index sync post_save,2,251,0.875,0.0,0.875,0.0,tied
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9d2,19,paperless-ngx/paperless-ngx,fee2050f-0abd-483c-ae64-f1d7bcb52a5c,1,paperless-ngx document processing workflow background jobs metadata,2,2,0,58.8769735,55.951643,61.802304,8dac22c9-f08a-40d4-a272-3f7ef7c68419;c191fd9d-e3df-4a03-95a1-087996bf64b0,paperless-ngx document processing workflow background jobs metadata,2,472,0.7272727272727273,0.0,0.9090909090909091,-0.18181818181818177,degraded
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9d3,29,paperless-ngx/paperless-ngx,8d3800be-7608-4e6d-9c00-7f638318ca7d,1,paperless-ngx document ingestion pipeline processing,0,0,0,,,,,paperless-ngx document ingestion pipeline processing,13,1374,0.9090909090909091,0.0,1.0,-0.09090909090909094,degraded
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9d4,24,paperless-ngx/paperless-ngx,045c5ecd-f969-4407-8dc8-be1bad99127d,1,Paperless-NGX background processes runtime idle,0,0,0,,,,,Paperless-NGX background processes runtime idle,13,340,0.8181818181818182,0.0,0.8181818181818182,0.0,tied
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9d4,24,paperless-ngx/paperless-ngx,045c5ecd-f969-4407-8dc8-be1bad99127d,2,periodic scheduled background task health check idle,0,0,0,,,,,periodic scheduled background task health check idle,13,230,0.8181818181818182,0.0,0.8181818181818182,0.0,tied
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9d5,27,paperless-ngx/paperless-ngx,95cfb999-f9d4-4dc3-83a5-2e56530db435,1,Paperless-NGX document ingestion processing pipeline,0,0,0,,,,,Paperless-NGX document ingestion processing pipeline,13,1474,0.5714285714285714,0.0,0.6428571428571429,-0.07142857142857151,degraded
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9d6,17,paperless-ngx/paperless-ngx,f4e0d78b-2405-4181-9103-14bca5102b93,1,paperless-ngx OCR processing document pipeline,1,1,0,58.8951,58.8951,58.8951,8dac22c9-f08a-40d4-a272-3f7ef7c68419,paperless-ngx OCR processing document pipeline,1,203,0.9,0.0,0.9,0.0,tied
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9d6,17,paperless-ngx/paperless-ngx,f4e0d78b-2405-4181-9103-14bca5102b93,2,OCR processing document pipeline state,2,2,0,52.461766999999995,42.403388,62.520146,c191fd9d-e3df-4a03-95a1-087996bf64b0;8dac22c9-f08a-40d4-a272-3f7ef7c68419,OCR processing document pipeline state,2,93,0.9,0.0,0.9,0.0,tied
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9d7,22,paperless-ngx/paperless-ngx,0c6b1ae4-2a47-4a99-8579-00d2f18b546c,1,paperless authentication API token,0,0,0,,,,,paperless authentication API token,10,1150,0.8461538461538461,0.0,0.8461538461538461,0.0,tied
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9d8,25,paperless-ngx/paperless-ngx,b508502f-a5bf-4892-ae64-0041a1b77601,1,document classification machine learning pipeline OCR barcode splitting,0,0,0,,,,,document classification machine learning pipeline OCR barcode splitting,13,1196,0.75,0.0,0.6666666666666666,0.08333333333333337,improved
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9d9,21,paperless-ngx/paperless-ngx,ef8e4e1f-7f34-4b97-9517-8aaba1e7623f,1,paperless-ngx background processing async queue tasks,0,0,0,,,,,paperless-ngx background processing async queue tasks,10,1137,0.8,0.0,0.6,0.20000000000000007,improved
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9d9,21,paperless-ngx/paperless-ngx,ef8e4e1f-7f34-4b97-9517-8aaba1e7623f,2,django-q tasks group uuid task_id queue status,0,0,0,,,,,django-q tasks group uuid task_id queue status,10,1229,0.8,0.0,0.6,0.20000000000000007,improved
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9db,20,paperless-ngx/paperless-ngx,ef2fb7d8-e0a4-43e1-a8c8-4e8684b9e204,1,Paperless-NGX file move rename tags duplicate checksum,4,4,0,54.072599,46.0324,59.934259999999995,486fdfcf-e185-453f-8cbb-49b6c29ae9ac;8dac22c9-f08a-40d4-a272-3f7ef7c68419;93adea52-6ae9-447a-90c1-280a9c21ba52;c191fd9d-e3df-4a03-95a1-087996bf64b0,Paperless-NGX file move rename tags duplicate checksum,4,427,0.9166666666666666,0.0,0.9166666666666666,0.0,tied
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9db,20,paperless-ngx/paperless-ngx,ef2fb7d8-e0a4-43e1-a8c8-4e8684b9e204,2,Paperless-NGX runtime log messages file move rename checksum classifier sanity orphaned,0,0,0,,,,,Paperless-NGX runtime log messages file move rename checksum classifier sanity orphaned,9,1391,0.9166666666666666,0.0,0.9166666666666666,0.0,tied
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9dc,30,paperless-ngx/paperless-ngx,4b63a5d9-4b3f-4d50-8fa6-7ba9e1fb44e2,1,paperless-ngx document upload OCR processing,0,0,0,,,,,paperless-ngx document upload OCR processing,13,133,1.0,1.0,1.0,0.0,tied
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9dc,30,paperless-ngx/paperless-ngx,4b63a5d9-4b3f-4d50-8fa6-7ba9e1fb44e2,2,OCR processing log patterns upload response status,0,0,0,,,,,OCR processing log patterns upload response status,13,1330,1.0,1.0,1.0,0.0,tied
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9dd,16,paperless-ngx/paperless-ngx,95cc6f0a-30a2-44b7-8bd6-55d4e3f1792f,1,Paperless-NGX document ingestion processing workflow,0,0,0,,,,,Paperless-NGX document ingestion processing workflow,0,3589,0.4,0.0,0.4,0.0,tied
20260907T111756.126379309Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-repo-sglang,pilot30-shuffle2,repo-scope,task-6905333b74f22949d97ba9de,28,paperless-ngx/paperless-ngx,7d0c5d55-f7e8-46e2-9806-0afda32b2be5,1,Paperless memory usage metadata processing,0,0,0,,,,,Paperless memory usage metadata processing,13,1461,0.2222222222222222,0.0,0.4444444444444444,-0.2222222222222222,degraded
